Department,Department Name,Property Id,Property Name,Address 1,City,State/Province,Postal Code,Property Area(ft²),Primary Property Type ,Year Built,Electricity Use (kWh),Natural Gas Use (therms),Propane Use (kBtu),Water Use (All Water Sources) (kgal),Percent of Electricity that is Green Power,Total Green Power - Onsite and Offsite (kWh),Site Energy Use (kBtu),ENERGY STAR Score,LEED Certified,Location
CAL TRANS,California Department of Transportation,1386588,DELTA REGION MAINTENANCE STATION,2616 NORTH MAIN STREET,WALNUT CREEK,California,94596,10360,Other - Services,1900,94140.7,1898.16105,,222.2,,0,,,,"2616 NORTH MAIN STREET
WALNUT CREEK, California 94596
(37.920031, -122.064795)"
DMV,Department of Motor Vehicles,1207738,BRAWLEY OFFICE BUILDING,1175 E MAIN STREET,BRAWLEY,California,92227,3700,Office,1982,432.8,,,372.5,0%,0,1476.7,,,"1175 E MAIN STREET
BRAWLEY, California 92227
(32.978693, -115.522558)"
DMV,Department of Motor Vehicles,1261921,HANFORD FIELD OFFICE,701 W. Hanford Armona Rd.,HANFORD,California,93230,6681,Office,1900,88739,757.0000048,,1461.7,0%,0,378477.6,32,,"701 W. Hanford Armona Rd.
HANFORD, California 93230
(36.313426, -119.65551)"
CAL FIRE,California Department of Forestry and Fire Protection,3940063,CNR-SKU McCloud FS - 2014 E P Complete ZZ,1509 Squaw Valley Rd,Mcloud,California,96058,,Fire Station,1996,,,153180,108.7,,,,,,"1509 Squaw Valley Rd
Mcloud, California 96058
(41.233387, -122.135333)"
CADA,Capitol Area Development Authority,1259184,1321 Q ST CULJIS DUPLEX,1321 Q STREET,SACRAMENTO,California,95814,1500,Multifamily Housing,1928,2117,347.3956986,,165,0%,0,41962.8,,,"1321 Q STREET
SACRAMENTO, California 95814
(38.571379, -121.492279)"
CAL FIRE,California Department of Forestry and Fire Protection,3939925,CNR-BTU Stirling City FS - 2014 E P Complete ZZ, 7882 Quartz Street ,Stirling City,California,95978,,Fire Station,2000,,,201204,51.5,,,,,,"7882 Quartz Street
Stirling City, California 95978
(39.905049, -121.52808)"
CAL TRANS,California Department of Transportation,1386666,LOS BANOS MAINTENANCE STATION,1359 E PACHECO BLVD,LOS BANOS,California,93635,3480,Other,1900,19647.7,2332.870989,,126.4,0%,0,300325.2,,,"1359 E PACHECO BLVD
LOS BANOS, California 93635
(37.056874, -120.835241)"
DAA,District Agricultural Association,1276465,"DAA 35-A, MARIPOSA COUNTY FAIRGROUNDS",5007 FAIRGROUNDS ROAD,MARIPOSA,California,95338,87596,Other,1900,,,,165,,,,,,"5007 FAIRGROUNDS ROAD
MARIPOSA, California 95338
(37.463292, -119.947861)"
CAL TRANS,California Department of Transportation,1250008,05 DISTRICT OFFICE,50 HIGUERA ST,San Luis Obispo,California,93401,53766,Office,1960,535462.1,12655.70758,,1427.3,,0,,,,"50 HIGUERA ST
San Luis Obispo, California 93401
(35.267021, -120.670497)"
CAL FIRE,California Department of Forestry and Fire Protection,3940087,CSR-BDU Hesperia FS 2014 E N Complete,9600 Centola Road,Phelan,California,92371,,Fire Station,2005,47459,2704.000081,,51.5,0%,0,432330.1,,,"9600 Centola Road
Phelan, California 92371
(34.42547, -117.544922)"
CAL TRANS,California Department of Transportation,1386668,MANZANITA MAINTENANCE STATION,40 SHORELINE HIGHWAY,Mill Valley,California,94956,5418,Other,1900,31824.8,579.8541865,,524.4,0%,0,166571.6,,,"40 SHORELINE HIGHWAY
Mill Valley, California 94956
(37.880394, -122.517435)"
CADA,Capitol Area Development Authority,1259242,1421 15TH ST BIELE PLACE,1421 15TH STREET,SACRAMENTO,California,95814,24700,Multifamily Housing,1984,12751,4255.643184,,165,0%,0,469070.7,,,"1421 15TH STREET
SACRAMENTO, California 95814
(38.573347, -121.488773)"
DAA,District Agricultural Association,1276461,"DAA 35, MERCED COUNTY FAIRGROUNDS",900 MARTIN LUTHER KING JR. WAY,MERCED,California,95340,222119,Other,1941,40456.8,,,165,0%,0,,,,"900 MARTIN LUTHER KING JR. WAY
MERCED, California 95340
(37.291559, -120.485384)"
CHP,California Highway Patrol,1337311,RIVERSIDE AREA,8118   LINCOLN AVE,RIVERSIDE,California,92504,4080,Office,1981,203497,1645.669,,1713.5,0%,0,858898.7,,,"8118 LINCOLN AVE
RIVERSIDE, California 92504
(33.922474, -117.410814)"
CAL FIRE,California Department of Forestry and Fire Protection,3940050,CNR-SHU Redding FS/AAB 2014 E Complete Federal,6101 Airport Rd,Redding,California,96002,,Fire Station,1999,70374,,,680,0%,0,240116.1,,,"6101 Airport Rd
Redding, California 96002
(40.51443, -122.302746)"
CDFW,California Department of Fish and Wildlife,1382353,MAD RIVER FH,1660 Hatchery Rd,ARCATA,California,95521,50819,Other,1900,731328.3,,,2364.1,0%,0,2495292.4,,,"1660 Hatchery Rd
ARCATA, California 95521
(40.861075, -123.995664)"
HCD,Housing and Community Development,1331097,DIXON MIGRANT CENTER,7290 RADIO STATION ROAD,DIXON,California,95620,68000,Other,1982,313234,16111.14535,,3085.2,0%,0,2679869,,,"7290 RADIO STATION ROAD
DIXON, California 95620
(38.38731, -121.778065)"
CAL TRANS,California Department of Transportation,3928525,11 Kearney Mesa Lab,7177 Opportunity Road,San Diego,California,92111,12710,Other - Utility,1980,,,,165,,,,,,"7177 Opportunity Road
San Diego, California 92111
(32.825345, -117.161903)"
CAL TRANS,California Department of Transportation,1386941,ANTIOCH MAINTENANCE STATION,2817 WINDSOR DRIVE,ANTIOCH,California,94509,2600,Other,1900,55535.6,687.5000105,,518.4,0%,0,258237.6,,,"2817 WINDSOR DRIVE
ANTIOCH, California 94509
(37.995409, -121.793553)"
DAA,District Agricultural Association,1276451,"DAA 09, REDWOOD ACRES FAIR  and  RODEO",3750 HARRIS ST,EUREKA,California,95503,225735,Other - Recreation,1904,,,,165,,,,,,"3750 HARRIS ST
EUREKA, California 95503
(40.780511, -124.127859)"
CAL TRANS,California Department of Transportation,3928628,South San Jose Maint,6010 Monterey Rd,San Jose,California,95138,,Other - Utility,2004,61807.5,3095.500139,,110.7,,0,,,,"6010 Monterey Rd
San Jose, California 95138
(37.239622, -121.775588)"
CAL FIRE,California Department of Forestry and Fire Protection,3940049,CNR-SHU Whitmore FS 2014 E MPP, 11787 Ponderosa Way,Whitmore,California,96096,,Fire Station,2012,37369.1,,,39,0%,0,,,,"11787 Ponderosa Way
Whitmore, California 96096
(40.631036, -121.894937)"
DGS,Department of General Services,11893,002 Jesse Unruh Building (OB 1 Building),915 Capitol Mall,Sacramento,California,95814,162000,Office,1925,1705811.8,,,6549.2,0%,0,11666830.6,89,,"915 Capitol Mall
Sacramento, California 95814
(38.577198, -121.495898)"
CAL TRANS,California Department of Transportation,1386682,TORRANCE MAINTENANCE STATION,18101   BAILEY DR,TORRANCE,California,90504,6145,Other,1960,6052.9,281.229507,,33.7,0%,0,48775.5,,,"18101 BAILEY DR
TORRANCE, California 90504
(33.866306, -118.347063)"
CAL TRANS,California Department of Transportation,1386931,SAN FERNANDO MAINTENANCE STATION,11930   BLUCHER AVE,GRANADA HILLS,California,91344,7914,Other,1960,94532,1149.529448,,314.9,0%,0,437496.1,,,"11930 BLUCHER AVE
GRANADA HILLS, California 91344
(34.288014, -118.469694)"
CDCR,California Department of Corrections & Rehabilitation,1237685,NACYF-N.A. CHADERJIAN YOUTH CORRECTIONAL FACILITY(NCYCC),7650 SOUTH NEWCASTLE ROAD,STOCKTON,California,95215,197489,Prison/Incarceration,1900,4803461.1,,,165,0%,0,16389411.4,,,"7650 SOUTH NEWCASTLE ROAD
STOCKTON, California 95215
(37.894508, -121.202042)"
CADA,Capitol Area Development Authority,1259198,1317 15TH ST LOMBARD APARTMENT COMPLEX,1317 15TH STREET,SACRAMENTO,California,95814,8400,Multifamily Housing,1939,29676,3179.62359,,165,0%,0,419216.9,,,"1317 15TH STREET
SACRAMENTO, California 95814
(38.5745, -121.488282)"
CAL FIRE,California Department of Forestry and Fire Protection,3940014,CNR-NEU Grass Valley ECC 2014 MEE Federal no meter in ES,13120 Loma Rica Drive,Grass Valley,California,95945,,Fire Station,1899,,,,51.5,,,,,,"13120 Loma Rica Drive
Grass Valley, California 95945
(39.221609, -121.000574)"
CDFW,California Department of Fish and Wildlife,1382361,FALL RIVER MILLS,24886 CURVE ST,FALL RIVER MILLS,California,96028,2000,Other,1900,7293.5,440.7500239,,55,0%,0,68960.4,,,"24886 CURVE ST
FALL RIVER MILLS, California 96028
(41.005087, -121.439775)"
DMV,Department of Motor Vehicles,1261931,COMPTON OFFICE BUILDING,2111 S SANTA FE AVENUE,COMPTON,California,90221,12853,Office,1983,236667.5,1019.000011,,857.3,0%,0,909409.5,70,,"2111 S SANTA FE AVENUE
COMPTON, California 90221
(33.876072, -118.214836)"
CAL TRANS,California Department of Transportation,1387003,CERRITOS MAINTENANCE STATION,16849 STUDEBAKER RD,CERRITOS,California,90703,1436,Other - Services,1960,44899.9,57.36365285,,199,0%,0,158934.9,,,"16849 STUDEBAKER RD
CERRITOS, California 90703
(33.878395, -118.099873)"
CSC,California Science Center,3929351,Admin. West,700 Exposition Park Drive.,Los Angeles,California,90037,29963,Office,1960,188775.4,1210.896258,,165,0%,0,765191.4,96,,"700 Exposition Park Drive.
Los Angeles, California 90037
(34.015292, -118.286306)"
CAL FIRE,California Department of Forestry and Fire Protection,3940052,CNR-SHU Whitmore (Latour?) FS 2014 E P Complete,11787 Ponderosa Way,Whitmore,California,96096,,Fire Station,1899,37369.1,,108900.4,32,0%,0,236403.8,,,"11787 Ponderosa Way
Whitmore, California 96096
(40.631036, -121.894937)"
DPR,Department of Parks and Recreation,1383715,715 HALF MOON BAY STATE BEACH,95 KELLY AVE,HALF MOON BAY,California,94019,27037,Other,1967,,2331.717789,,2838.7,,,,,,"95 KELLY AVE
HALF MOON BAY, California 94019
(37.465065, -122.444417)"
CHP,California Highway Patrol,1337317,TEMPLETON AREA,101 DUNCAN ROAD,TEMPLETON,California,93465,3739,Office,1900,119589.7,3401.000162,,493,0%,0,748140.2,,,"101 DUNCAN ROAD
TEMPLETON, California 93465
(35.558053, -120.712)"
CAL FIRE,California Department of Forestry and Fire Protection,3940115,CSR-FKU Sand Creek FS 2014 E MPP CDF,41510 Sand Creek Rd,Squaw Valley,California,93675,,Fire Station,2006,40223.4,,,32,0%,0,,,,"41510 Sand Creek Rd
Squaw Valley, California 93675
(36.69934, -119.140614)"
DSH,Department of State Hospitals,1263389,ATASCADERO STATE HOSPITAL,10405   EL CAMINO REAL,ATASCADERO,California,93422,882790,Other - Specialty Hospital,1960,,,,86724,,,,,,"10405 EL CAMINO REAL
ATASCADERO, California 93422
(35.460021, -120.643507)"
CADA,Capitol Area Development Authority,1259248,1325 15TH  ST PARK MANSION APARTMENT COMPLEX,1325 15TH STREET,SACRAMENTO,California,95814,37000,Multifamily Housing,1928,,11357.57426,,165,,,,,,"1325 15TH STREET
SACRAMENTO, California 95814
(38.574323, -121.488353)"
DMV,Department of Motor Vehicles,1207870,CONCORD OFFICE BUILDING,2070 Diamond Blvd,CONCORD,California,94520,11404,Office,1900,179501.7,1779.593764,,1085.4,0%,0,790419.2,18,,"2070 Diamond Blvd
CONCORD, California 94520
(37.973974, -122.0578)"
DMV,Department of Motor Vehicles,1207792,OCEANSIDE OFFICE BUILDING,4005   PLAZA DR,OCEANSIDE,California,92056,11692,Office,1981,203752.2,3239.419344,,718.9,0%,0,1019144.6,23,,"4005 PLAZA DR
OCEANSIDE, California 92056
(33.183284, -117.289412)"
CMD,California Military Department,3921489,Santa Maria (State Owned),937 South Thornburg St.,Santa Maria,California,93454,21347,Office,1952,,2854.674132,,165,,,285467.4,,,"937 South Thornburg St.
Santa Maria, California 93454
(34.941595, -120.440265)"
CHP,California Highway Patrol,1337343,SAN GORGONIO PASS AREA,195   HIGHLAND SPRINGS AVE,BEAUMONT,California,92223,20410,Office,1996,245180.9,3443.411818,,607.4,0%,0,1180898.5,66,,"195 HIGHLAND SPRINGS AVE
BEAUMONT, California 92223
(33.930263, -116.946883)"
CDFW,California Department of Fish and Wildlife,1382305,PETALUMA MARSH WA,2 DAYS ISLAND RD,NOVATO,California,94947,2,Other,1980,13455.4,,,386.9,0%,0,45909.7,,,"2 DAYS ISLAND RD
NOVATO, California 94947
(38.099649, -122.491952)"
CDCR,California Department of Corrections & Rehabilitation,1237713,OHCYCF-O.H. CLOSE YOUTH CORRECTIONAL FACILITY (NCYCC),7650 S NEWCASTLE ROAD,STOCKTON,California,95213,997319,Prison/Incarceration,1900,4853171.4,459643.3849,,33694.3,0%,0,62523361.5,,,"7650 S NEWCASTLE ROAD
STOCKTON, California 95213
(37.894508, -121.202042)"
DMV,Department of Motor Vehicles,1261934,TORRANCE OFFICE BUILDING,1785 W 220TH ST,TORRANCE,California,90501,11328,Office,1900,225476.2,4018.999947,,857.3,0%,0,1171224.9,2,,"1785 W 220TH ST
TORRANCE, California 90501
(33.8279, -118.312677)"
CDFW,California Department of Fish and Wildlife,1382337,FILLMORE FH,612  E TELEGRAPH RD,FILLMORE,California,93015,21183,Other,1960,2469345.6,4813.161364,,1311.9,0%,0,8906724.2,,,"612 E TELEGRAPH RD
FILLMORE, California 93015
(34.395553, -118.884214)"
CADA,Capitol Area Development Authority,1259202,1512 13TH STREET SOUTHWARK,1512 13TH STREET,SACRAMENTO,California,95814,4900,Multifamily Housing,1938,2916,4097.064841,,165,0%,0,419655.9,,,"1512 13TH STREET
SACRAMENTO, California 95814
(38.573136, -121.49182)"
CAL TRANS,California Department of Transportation,3928555,Bolsa Chica,13072 Old Bolsa Chica Rd,Westminster,California,90740,,Other - Utility,1969,41315.6,1777.799978,,163.8,0%,0,318748.8,,,"13072 Old Bolsa Chica Rd
Westminster, California 90740
(33.771722, -118.042569)"
CAL FIRE,California Department of Forestry and Fire Protection,3940182,CSR-SLU Paso Robles AAB 2014 E MNG - SoCalGas,3403 Taxiway A,Paso Robles,California,93446,,Fire Station,1994,60972,,,680,0%,0,,,,"3403 Taxiway A
Paso Robles, California 93446
(35.670148, -120.63859)"
CDFW,California Department of Fish and Wildlife,1382289,KERN RIVER FH,14400 SIERRA WAY,KERNVILLE,California,93238,12824,Other,1950,38844.8,,,281.6,0%,0,132538.4,,,"14400 SIERRA WAY
KERNVILLE, California 93238
(35.768805, -118.429167)"
DPR,Department of Parks and Recreation,1456126,915 MALIBU CREEK STATE PARK AGOURA HILLS,28754 MULHOLLAND HWY,CALABASAS,California,91301,29351,Other - Recreation,1863,,,,165,,,,,,"28754 MULHOLLAND HWY
CALABASAS, California 91301
(34.11318, -118.749754)"
CAL TRANS,California Department of Transportation,1387095,WHITTIER AND EAST REGION MAINTENANCE STATION,1940 WORKMAN MILL RD,WHITTIER,California,90601,9048,Other - Utility,1964,87508.5,3604.000044,,923.1,0%,0,658979,,,"1940 WORKMAN MILL RD
WHITTIER, California 90601
(34.032388, -118.020478)"
DWR,Department of Water Resources,3877863,"SJFD, San Joaquin Operations and Maintenance Center (G)(W)",4201 Sabodan Street,Bakersfield,California,93307,16400,Office,1968,,21086.80059,,2639.1,,,2108680.1,,,"4201 Sabodan Street
Bakersfield, California 93307
(35.01359, -118.976735)"
CAL TRANS,California Department of Transportation,1386538,BAKERSFIELD EQ SUB-SHOP  2 (36-06-02),1200 OLIVE DRIVE,BAKERSFIELD,California,93308,83188,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",1969,,,,165,,,,,,"1200 OLIVE DRIVE
BAKERSFIELD, California 93308
(35.412379, -119.046881)"
DPR,Department of Parks and Recreation,1383673,660 SUGARLOAF RIDGE SP,2605 ADOBE CANYON ROAD,KENWOOD,California,95452,6508,Other,1900,,,,722.2,,,,,,"2605 ADOBE CANYON ROAD
KENWOOD, California 95452
(38.442269, -122.541245)"
EDD,Employment Development Department,1268044,FRESNO (EDD - 0219),2555 SOUTH ELM AVENUE,FRESNO,California,93706,14000,Office,1959,219624.4,1221.50001,,1008.9,0%,0,871508.6,51,,"2555 SOUTH ELM AVENUE
FRESNO, California 93706
(36.708131, -119.790664)"
HCD,Housing and Community Development,1331105,WILLIAMS MIGRANT CENTER,400 THEATER ROAD,WILLIAMS,California,95987,84500,Other,1998,,8880.818234,,3352.8,,,,,,"400 THEATER ROAD
WILLIAMS, California 95987
(39.148727, -122.140412)"
CAL FIRE,California Department of Forestry and Fire Protection,3940189,CSR-SLU Parkhill FS 2014 E MPP,6140 Parkhill Rd,Santa Margarita,California,93453,,Fire Station,1956,35352.1,,,65.8,0%,0,,,,"6140 Parkhill Rd
Santa Margarita, California 93453
(35.406087, -120.544443)"
EDD,Employment Development Department,1268032,SAN BERNARDINO (EDD - 0719),371  WEST 3RD ST,SAN BERNARDINO,California,92401,12734,Office,1960,192485.9,386.6188298,,273.3,0%,0,695423.9,68,,"371 WEST 3RD ST
SAN BERNARDINO, California 92401
(34.10458, -117.291364)"
CDE,California Department of Education,1215004,Diagnostic Center-Central California,1818 West Ashlan Avenue,Fresno,California,93705,37748,Office,1968,192298,,,3863.6,0%,0,,,,"1818 West Ashlan Avenue
Fresno, California 93705
(36.793851, -119.831304)"
DDS,Department of Developmental Services,1116647,Lanterman DC,3530 W. Pomona Blvd,Pomona,California,91768,1054956,Other,1927,9987999.1,1016321.929,,43804.5,0%,0,135711249.9,,,"3530 W. Pomona Blvd
Pomona, California 91768
(34.045967, -117.812607)"
CMD,California Military Department,3884433,Roseville (State Owned),850 All America City Blvd,Roseville,California,95678,40758,Office,1963,387948.4,8934.999696,,921,0%,0,2217180.2,,,"850 All America City Blvd
Roseville, California 95678
(38.756972, -121.292115)"
CAL FIRE,California Department of Forestry and Fire Protection,3940192,CSR-SLU San Luis Obispo FS - 2014 E Complete,635 N Santa Rosa,San Luis Obispo,California,93405,,Fire Station,1939,187340.6,,,44.4,0%,0,639206.1,,,"635 N Santa Rosa
San Luis Obispo, California 93405
(35.304971, -120.677904)"
CADA,Capitol Area Development Authority,1259246,1215 P ST GIBBS ARMS APARTMENT COMPLEX,1215 P STREET,SACRAMENTO,California,95814,9000,Multifamily Housing,1949,1524,1567.715003,,165,0%,0,161971.4,,,"1215 P STREET
SACRAMENTO, California 95814
(38.572807, -121.493058)"
DMV,Department of Motor Vehicles,1261924,SAN BERNARDINO OFFICE BUILDING,1310 NORTH WATERMAN AVE,SAN BERNARDINO,California,92404,9809,Office,1962,92568,38.0000001,,310.4,0%,0,319642,75,,"1310 NORTH WATERMAN AVE
SAN BERNARDINO, California 92404
(34.123625, -117.27879)"
CAL TRANS,California Department of Transportation,1386556,EQUIPMENT SHOP 04,1993 MARINA BLVD,SAN LEANDRO,California,94577,48040,Other,1900,273785.7,16274.98776,,165,,0,,,,"1993 MARINA BLVD
SAN LEANDRO, California 94577
(37.707918, -122.172787)"
CHP,California Highway Patrol,1337363,LOS BANOS AREA,706 WEST PACHECO BLVD,LOS BANOS,California,93635,2137,Office,1900,61318.7,286.9999935,,60.6,0%,0,237919.6,,,"706 WEST PACHECO BLVD
LOS BANOS, California 93635
(37.056878, -120.8616)"
CAL TRANS,California Department of Transportation,1386676,SHAVER LAKE MAINTENANCE STATION,41477 TOLLHOUSE RD,SHAVER LAKE,California,93664,8182,Other,1900,55616,,,280.8,0%,0,189761.7,,,"41477 TOLLHOUSE RD
SHAVER LAKE, California 93664
(37.103672, -119.319777)"
CAL TRANS,California Department of Transportation,1386947,BUENA VISTA MAINTENANCE STATION,2600  N SAN FERNANDO BLVD,BURBANK,California,91504,1176,Other - Services,1960,19129,300.7333475,,75.7,0%,0,95341.5,,,"2600 N SAN FERNANDO BLVD
BURBANK, California 91504
(34.198903, -118.338565)"
DPR,Department of Parks and Recreation,1383491,635 JEDEDIAH SMITH REDWOODS SP,1440 HIGHWAY 199,CRESCENT CITY,California,95531,27202,Other,1862,94342,,,2055.6,73.81%,265920,1229213.9,,,"1440 HIGHWAY 199
CRESCENT CITY, California 95531
(41.742418, -124.167276)"
HCD,Housing and Community Development,1331087,EMPIRE MIGRANT CENTER,5130 SOUTH AVENUE,EMPIRE,California,95319,75500,Other,2002,,8627.537858,,12906.1,,,,,,"5130 SOUTH AVENUE
EMPIRE, California 95319
(37.631114, -120.899169)"
CMD,California Military Department,3884303,Petaluma (State Owned),580 Vallejo St.,Petaluma,California,94952,13684,Office,1959,46604.2,4092.79857,,41,0%,0,568293.5,,,"580 Vallejo St.
Petaluma, California 94952
(38.237823, -122.627824)"
CAL PIA ,California Prison Industry Authority,3661985,Camp 12,995 Folsom Lake Crossing,Folsom,California,95630,30000,Office,2000,,,,165,,,,,,"995 Folsom Lake Crossing
Folsom, California 95630
(38.696337, -121.144077)"
CHP,California Highway Patrol,1337413,CAPISTRANO AREA,32951   CAMINO CAPISTRANO,SAN JUAN CAPO,California,92675,3965,Office,1981,123248.6,938.0195954,,247.6,0%,0,514326.3,,,"32951 CAMINO CAPISTRANO
SAN JUAN CAPO, California 92675
(33.484548, -117.667849)"
CADA,Capitol Area Development Authority,1259192,1209 P ST WING MANOR APARTMENT COMPLEX,1209 P STREET,SACRAMENTO,California,95814,5000,Multifamily Housing,1958,2249,1908.784901,,165,0%,0,198552.1,,,"1209 P STREET
SACRAMENTO, California 95814
(38.572942, -121.493569)"
